Object ID,Name,:collectionID,:format_width,:format_height,:quality,:legend,:description (pl),:description (de),:description (en),:references,:belongsTo,:belongsTo - Object ID,crm:P108i_was_produced_by,:classification,:hasDigitalRepresentation
22526386,MG91 Der Zahnarzt,:EWA76_MG91,173 mm,118 mm,sehr gut,«Zahnarzt» in Qaysar.,"Dentysta założył swój gabinet na poboczu drogi. Wydaje się, że oprócz wyrywania zębów zajmuje się również adaptacją protez. Na pokrywie kanału w tle leżą sterty starych ubrań i złożony bawełniany chapan, tak jak pacjent dentysty ma go zawieszonego na ramionach. Rękawy są zdecydowanie za długie; Czasami są mocowane z tyłu lub można ich również używać jako toreb.","Ein Zahnarzt hat seine Praxis am Strassenrand eingerichtet. Neben dem Zähneziehen scheint er auch Gebiss-Prothesen anzupassen. Auf der Abdeckung des Abwasser-Kanals im Hintergrund liegen Stapel von Altkleidern und gefaltete Baumwoll-chapane, in der Art, wie der Patient des Zahnarztes einen über seinen Schultern hängen hat. Die Ärmel sind viel zu lang; manchmal werden sie auf dem Rücken fixiert oder man kann sie auch als Taschen verwenden.","A dentist has set up his practice on the side of the road. In addition to extracting teeth, he also seems to be adapting dentures. On the cover of the sewer in the background are piles of old clothes and folded cotton chapans, like the one the dentist's patient has hanging over his shoulders. The sleeves are way too long; sometimes they are fixed on the back or you can also use them as bags.","Penkala, D. (1979): „Gorące” i „zimne” w tradycyjnej medycynie Afganistanu / “Hot” and “Cold” in Traditional Afghan Medicine. In: Etnografia Polska, 23(2), pp. 307–329.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG91.png""^^xsd:anyURI"
22526397,MG92	Ein Scherenschleifer,:EWA76_MG92,118 mm,175 mm,"sehr gut, sehr starker Kontrast",Qaysar.,"Starszy Pasztun ostrzy nożyczki na osełce. Duże koło zamachowe jest napędzane pedałem, który obraca kamień szlifierski za pomocą paska. Szczególnie ostre nożyczki są potrzebne do strzyżenia stosu świeżo zawiązanych dywanów (patrz MG 87 i 88).","Ein älterer Paschtune schärft eine Schere an einem Schleifstein. Mit einem Pedal wird ein grosses Schwungrad angetrieben, das über einen Riemen den Schleifstein in Drehung versetzt. Besonders scharfe Scheren werden für das Scheren des Flors von frisch geknüpften Teppichen benötigt (siehe MG 87 und 88).","An elderly Pashtun sharpens a pair of scissors on a whetstone. A large flywheel is driven by a pedal, which rotates the grindstone via a belt. Particularly sharp scissors are needed for shearing the pile of freshly knotted carpets (see MG 87 and 88).","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Tafel 31: diese Aufnahme: “",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG92.png""^^xsd:anyURI"
22526397,MG92	Ein Scherenschleifer,:EWA76_MG92,118 mm,175 mm,"sehr gut, sehr starker Kontrast",Qaysar.,"Starszy Pasztun ostrzy nożyczki na osełce. Duże koło zamachowe jest napędzane pedałem, który obraca kamień szlifierski za pomocą paska. Szczególnie ostre nożyczki są potrzebne do strzyżenia stosu świeżo zawiązanych dywanów (patrz MG 87 i 88).","Ein älterer Paschtune schärft eine Schere an einem Schleifstein. Mit einem Pedal wird ein grosses Schwungrad angetrieben, das über einen Riemen den Schleifstein in Drehung versetzt. Besonders scharfe Scheren werden für das Scheren des Flors von frisch geknüpften Teppichen benötigt (siehe MG 87 und 88).","An elderly Pashtun sharpens a pair of scissors on a whetstone. A large flywheel is driven by a pedal, which rotates the grindstone via a belt. Particularly sharp scissors are needed for shearing the pile of freshly knotted carpets (see MG 87 and 88).","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Tafel 31: diese Aufnahme: “",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG92.png""^^xsd:anyURI"
22526402,MG93 Ein Hufschmied,:EWA76_MG93,157 mm,118 mm,"sehr gut, dunkel",Heqdare [Haydariha ?] in Qaysar.,"Kowal urządził sobie miejsce pracy na cotygodniowym targu w Qaysar. Przed nim znajduje się małe kowadło wbite w ziemię. Obok znajdują się jego narzędzia, a na dole obrazka widać kuźnię, w której węgiel drzewny żarzy się dwoma miechami. Wydaje się, że wyrabia głównie sierpy i podkowy.","Ein Schmied hat seinen Arbeitsplatz auf dem Wochenmarkt in Qaysar eingerichtet. Vor ihm steckt ein kleiner Amboss in der Erde. Daneben liegen seine Werkzeuge und am unteren Bildrand ist die Esse zu sehen, in der Holzkohle zwischen zwei senkrecht gestellten Steinplatten mit zwei Blasebälgen zum Glühen gebracht wird. Dieser Schmied scheint hauptsächlich Sicheln und Hufeisen herzustellen.",A blacksmith has set up his workplace at the weekly market in Qaysar. In front of him is a small anvil stuck in the earth. Next to it are his tools and at the bottom of the picture you can see the forge in which charcoal is made to glow with two bellows. He seems to be making mainly sickles and horseshoes.,"Pstrusińska, J. (2004): O tajnych językach Afganistanu i ich użytkownikach, Kraków, pp. 71–79: The author discusses the secret language of this ethno-occupational group",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG93.png""^^xsd:anyURI"
22526402,MG93 Ein Hufschmied,:EWA76_MG93,157 mm,118 mm,"sehr gut, dunkel",Heqdare [Haydariha ?] in Qaysar.,"Kowal urządził sobie miejsce pracy na cotygodniowym targu w Qaysar. Przed nim znajduje się małe kowadło wbite w ziemię. Obok znajdują się jego narzędzia, a na dole obrazka widać kuźnię, w której węgiel drzewny żarzy się dwoma miechami. Wydaje się, że wyrabia głównie sierpy i podkowy.","Ein Schmied hat seinen Arbeitsplatz auf dem Wochenmarkt in Qaysar eingerichtet. Vor ihm steckt ein kleiner Amboss in der Erde. Daneben liegen seine Werkzeuge und am unteren Bildrand ist die Esse zu sehen, in der Holzkohle zwischen zwei senkrecht gestellten Steinplatten mit zwei Blasebälgen zum Glühen gebracht wird. Dieser Schmied scheint hauptsächlich Sicheln und Hufeisen herzustellen.",A blacksmith has set up his workplace at the weekly market in Qaysar. In front of him is a small anvil stuck in the earth. Next to it are his tools and at the bottom of the picture you can see the forge in which charcoal is made to glow with two bellows. He seems to be making mainly sickles and horseshoes.,"Pstrusińska, J. (2004): O tajnych językach Afganistanu i ich użytkownikach, Kraków, pp. 71–79: The author discusses the secret language of this ethno-occupational group",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG93.png""^^xsd:anyURI"
22526402,MG93 Ein Hufschmied,:EWA76_MG93,157 mm,118 mm,"sehr gut, dunkel",Heqdare [Haydariha ?] in Qaysar.,"Kowal urządził sobie miejsce pracy na cotygodniowym targu w Qaysar. Przed nim znajduje się małe kowadło wbite w ziemię. Obok znajdują się jego narzędzia, a na dole obrazka widać kuźnię, w której węgiel drzewny żarzy się dwoma miechami. Wydaje się, że wyrabia głównie sierpy i podkowy.","Ein Schmied hat seinen Arbeitsplatz auf dem Wochenmarkt in Qaysar eingerichtet. Vor ihm steckt ein kleiner Amboss in der Erde. Daneben liegen seine Werkzeuge und am unteren Bildrand ist die Esse zu sehen, in der Holzkohle zwischen zwei senkrecht gestellten Steinplatten mit zwei Blasebälgen zum Glühen gebracht wird. Dieser Schmied scheint hauptsächlich Sicheln und Hufeisen herzustellen.",A blacksmith has set up his workplace at the weekly market in Qaysar. In front of him is a small anvil stuck in the earth. Next to it are his tools and at the bottom of the picture you can see the forge in which charcoal is made to glow with two bellows. He seems to be making mainly sickles and horseshoes.,"Jasiewicz, Z. (1983): Haydarihā – endogamiczna społeczność kowali północnego Afganistanu w procesie przemian / Haydarihā – an Endogamous Community of Blacksmiths in Northern Afghanistan in the Process of Transformation. In: Z. Jasiewicz (red.), Kultura i życie społeczne Azji Środkowej: Z polskich badań dawnych i współczesnych / Culture and Social Life of Central Asia: From Polish Studies, Past and Present, Poznań, pp. 73–82: An English version of this article was published in 1978",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG93.png""^^xsd:anyURI"
22526402,MG93 Ein Hufschmied,:EWA76_MG93,157 mm,118 mm,"sehr gut, dunkel",Heqdare [Haydariha ?] in Qaysar.,"Kowal urządził sobie miejsce pracy na cotygodniowym targu w Qaysar. Przed nim znajduje się małe kowadło wbite w ziemię. Obok znajdują się jego narzędzia, a na dole obrazka widać kuźnię, w której węgiel drzewny żarzy się dwoma miechami. Wydaje się, że wyrabia głównie sierpy i podkowy.","Ein Schmied hat seinen Arbeitsplatz auf dem Wochenmarkt in Qaysar eingerichtet. Vor ihm steckt ein kleiner Amboss in der Erde. Daneben liegen seine Werkzeuge und am unteren Bildrand ist die Esse zu sehen, in der Holzkohle zwischen zwei senkrecht gestellten Steinplatten mit zwei Blasebälgen zum Glühen gebracht wird. Dieser Schmied scheint hauptsächlich Sicheln und Hufeisen herzustellen.",A blacksmith has set up his workplace at the weekly market in Qaysar. In front of him is a small anvil stuck in the earth. Next to it are his tools and at the bottom of the picture you can see the forge in which charcoal is made to glow with two bellows. He seems to be making mainly sickles and horseshoes.,"Jasiewicz, Z. (1983): Haydarihā – endogamiczna społeczność kowali północnego Afganistanu w procesie przemian / Haydarihā – an Endogamous Community of Blacksmiths in Northern Afghanistan in the Process of Transformation. In: Z. Jasiewicz (red.), Kultura i życie społeczne Azji Środkowej: Z polskich badań dawnych i współczesnych / Culture and Social Life of Central Asia: From Polish Studies, Past and Present, Poznań, pp. 73–82: An English version of this article was published in 1978",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG93.png""^^xsd:anyURI"
22526402,MG93 Ein Hufschmied,:EWA76_MG93,157 mm,118 mm,"sehr gut, dunkel",Heqdare [Haydariha ?] in Qaysar.,"Kowal urządził sobie miejsce pracy na cotygodniowym targu w Qaysar. Przed nim znajduje się małe kowadło wbite w ziemię. Obok znajdują się jego narzędzia, a na dole obrazka widać kuźnię, w której węgiel drzewny żarzy się dwoma miechami. Wydaje się, że wyrabia głównie sierpy i podkowy.","Ein Schmied hat seinen Arbeitsplatz auf dem Wochenmarkt in Qaysar eingerichtet. Vor ihm steckt ein kleiner Amboss in der Erde. Daneben liegen seine Werkzeuge und am unteren Bildrand ist die Esse zu sehen, in der Holzkohle zwischen zwei senkrecht gestellten Steinplatten mit zwei Blasebälgen zum Glühen gebracht wird. Dieser Schmied scheint hauptsächlich Sicheln und Hufeisen herzustellen.",A blacksmith has set up his workplace at the weekly market in Qaysar. In front of him is a small anvil stuck in the earth. Next to it are his tools and at the bottom of the picture you can see the forge in which charcoal is made to glow with two bellows. He seems to be making mainly sickles and horseshoes.,"Jasiewicz, Z. (1978): The Haydarihā: An Afghanistan Community of Blacksmiths: An Attempt to Change the ethnic Situation and Social Position. In: J. Burszta (red.), Poland at the 10th International Congress of Anthropological and Ethnological Sciences, Wrocław, pp. 35–42.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG93.png""^^xsd:anyURI"
22526402,MG93 Ein Hufschmied,:EWA76_MG93,157 mm,118 mm,"sehr gut, dunkel",Heqdare [Haydariha ?] in Qaysar.,"Kowal urządził sobie miejsce pracy na cotygodniowym targu w Qaysar. Przed nim znajduje się małe kowadło wbite w ziemię. Obok znajdują się jego narzędzia, a na dole obrazka widać kuźnię, w której węgiel drzewny żarzy się dwoma miechami. Wydaje się, że wyrabia głównie sierpy i podkowy.","Ein Schmied hat seinen Arbeitsplatz auf dem Wochenmarkt in Qaysar eingerichtet. Vor ihm steckt ein kleiner Amboss in der Erde. Daneben liegen seine Werkzeuge und am unteren Bildrand ist die Esse zu sehen, in der Holzkohle zwischen zwei senkrecht gestellten Steinplatten mit zwei Blasebälgen zum Glühen gebracht wird. Dieser Schmied scheint hauptsächlich Sicheln und Hufeisen herzustellen.",A blacksmith has set up his workplace at the weekly market in Qaysar. In front of him is a small anvil stuck in the earth. Next to it are his tools and at the bottom of the picture you can see the forge in which charcoal is made to glow with two bellows. He seems to be making mainly sickles and horseshoes.,"Jasiewicz, Z. (1978): The Haydarihā: An Afghanistan Community of Blacksmiths: An Attempt to Change the ethnic Situation and Social Position. In: J. Burszta (red.), Poland at the 10th International Congress of Anthropological and Ethnological Sciences, Wrocław, pp. 35–42.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG93.png""^^xsd:anyURI"
22526410,MG94 Gold- und Silberschmiede-Werkzeuge,:EWA76_MG94,173 mm,118 mm,sehr gut,Goldschmiedegeräte aus Qaysar.,Cztery fotografie narzędzi i wyposażenia z warsztatu złotnika i złotnika z Qaysar.,Vier Aufnahmen von Werkzeugen und Geräten aus der Werkstatt eines Gold- und Silberschmieds aus Qaysar.,Four photographs of tools and equipment from the workshop of a gold- and silversmith from Qaysar.,According to https://cyfrowearchiwum.amu.edu.pl/ photographs MG 94-97 were taken in Tala-o-Barfak.,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,,"""http://localhost:8080/MG94.png""^^xsd:anyURI"
22526414,MG95 Gold- und Silberschmiede-Werkzeuge,:EWA76_95,173 mm,118 mm,sehr gut,Goldschmiedegeräte aus Qaysar,Cztery fotografie narzędzi i wyposażenia z warsztatu złotnika i złotnika z Qaysar.,Vier Aufnahmen von Werkzeugen und Geräten aus der Werkstatt eines Gold- und Silberschmieds aus Qaysar.,Four photographs of tools and equipment from the workshop of a gold- and silversmith from Qaysar.,According to https://cyfrowearchiwum.amu.edu.pl/ photographs MG 94-97 were taken in Tala-o-Barfak.,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,,"""http://localhost:8080/MG95.png""^^xsd:anyURI"
22526417,MG96	Gold- und Silberschmiede-Werkzeuge,:EWA76_MG96,173 mm,118 mm,sehr gut,Goldschmiedegeräte aus Qaysar.,Cztery fotografie narzędzi i wyposażenia z warsztatu złotnika i złotnika z Qaysar.,Vier Aufnahmen von Werkzeugen und Geräten aus der Werkstatt eines Gold- und Silberschmieds aus Qaysar.,Four photographs of tools and equipment from the workshop of a gold- and silversmith from Qaysar.,According to https://cyfrowearchiwum.amu.edu.pl/ photographs MG 94-97 were taken in Tala-o-Barfak.,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,,"""http://localhost:8080/MG96.png""^^xsd:anyURI"
22526420,MG97	Gold- und Silberschmiede-Werkzeuge,:EWA76_MG97,173 mm,118 mm,sehr gut,Goldschmiedegeräte aus Qaysar,Cztery fotografie narzędzi i wyposażenia z warsztatu złotnika i złotnika z Qaysar.,Vier Aufnahmen von Werkzeugen und Geräten aus der Werkstatt eines Gold- und Silberschmieds aus Qaysar,Four photographs of tools and equipment from the workshop of a gold- and silversmith from Qaysar.,According to https://cyfrowearchiwum.amu.edu.pl/ photographs MG 94-97 were taken in Tala-o-Barfak.,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,,"""http://localhost:8080/MG97.png""^^xsd:anyURI"
22526425,MG98	Reparaturarbeiten,:EWA76_98,179 mm,132 mm,"sehr gut, dunkel","Heqdare [Haydariha ?] in Qaysar, VIII 76.","Inny kowal na cotygodniowym targu w Qaysar wykonał dzióbek (rurkowatą część narzędzia, do której można przymocować uchwyt), który teraz mocuje nitami do ostrza łopaty lub lemiesza. Przed nim i obok niego leżą jego narzędzia i mała kuźnia, w której chłopiec w tle dwoma miechami sprawia, że węgiel drzewny płonie. Dwaj klienci po prawej stronie ekranu obserwują, jak realizowane jest ich zamówienie","Ein weiterer Schmied auf dem Wochenmarkt in Qaysar hat eine Tülle (rohrförmiges Teil eines Werkzeugs, in dem ein Stiel befestigt werden kann) hergestellt, die er nun mit Nieten an einem Schaufelblatt oder einer Pflugschar befestigt. Vor und neben ihm liegt sein Werkzeug und eine kleine Esse, in der durch den Knaben im Hintergrund mit zwei Blasebälgen die Holzkohle zum Glühen gebracht wird. Die beiden Kunden am rechten Bildrand sehen zu, wie Ihr Auftrag ausgeführt wird","Another blacksmith at the weekly market in Qaysar has made a grommet (tubular part of a tool in which a handle can be attached), which he now attaches to a shovel blade or ploughshare with rivets. In front of and next to him lie his tools and a small forge, in which the boy in the background makes the charcoal glow with two bellows. The two customers on the right side of the screen watch how their order is being executed.","Pstrusińska, J. (2004): O tajnych językach Afganistanu i ich użytkownikach, Kraków, pp. 71–79: The author discusses the secret language of this ethno-occupational group",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG98.png""^^xsd:anyURI"
22526425,MG98	Reparaturarbeiten,:EWA76_98,179 mm,132 mm,"sehr gut, dunkel","Heqdare [Haydariha ?] in Qaysar, VIII 76.","Inny kowal na cotygodniowym targu w Qaysar wykonał dzióbek (rurkowatą część narzędzia, do której można przymocować uchwyt), który teraz mocuje nitami do ostrza łopaty lub lemiesza. Przed nim i obok niego leżą jego narzędzia i mała kuźnia, w której chłopiec w tle dwoma miechami sprawia, że węgiel drzewny płonie. Dwaj klienci po prawej stronie ekranu obserwują, jak realizowane jest ich zamówienie","Ein weiterer Schmied auf dem Wochenmarkt in Qaysar hat eine Tülle (rohrförmiges Teil eines Werkzeugs, in dem ein Stiel befestigt werden kann) hergestellt, die er nun mit Nieten an einem Schaufelblatt oder einer Pflugschar befestigt. Vor und neben ihm liegt sein Werkzeug und eine kleine Esse, in der durch den Knaben im Hintergrund mit zwei Blasebälgen die Holzkohle zum Glühen gebracht wird. Die beiden Kunden am rechten Bildrand sehen zu, wie Ihr Auftrag ausgeführt wird","Another blacksmith at the weekly market in Qaysar has made a grommet (tubular part of a tool in which a handle can be attached), which he now attaches to a shovel blade or ploughshare with rivets. In front of and next to him lie his tools and a small forge, in which the boy in the background makes the charcoal glow with two bellows. The two customers on the right side of the screen watch how their order is being executed.","Jasiewicz, Z. (1983): Haydarihā – endogamiczna społeczność kowali północnego Afganistanu w procesie przemian / Haydarihā – an Endogamous Community of Blacksmiths in Northern Afghanistan in the Process of Transformation. In: Z. Jasiewicz (red.), Kultura i życie społeczne Azji Środkowej: Z polskich badań dawnych i współczesnych / Culture and Social Life of Central Asia: From Polish Studies, Past and Present, Poznań, pp. 73–82: An English version of this article was published in 1978.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG98.png""^^xsd:anyURI"
22526425,MG98	Reparaturarbeiten,:EWA76_98,179 mm,132 mm,"sehr gut, dunkel","Heqdare [Haydariha ?] in Qaysar, VIII 76.","Inny kowal na cotygodniowym targu w Qaysar wykonał dzióbek (rurkowatą część narzędzia, do której można przymocować uchwyt), który teraz mocuje nitami do ostrza łopaty lub lemiesza. Przed nim i obok niego leżą jego narzędzia i mała kuźnia, w której chłopiec w tle dwoma miechami sprawia, że węgiel drzewny płonie. Dwaj klienci po prawej stronie ekranu obserwują, jak realizowane jest ich zamówienie","Ein weiterer Schmied auf dem Wochenmarkt in Qaysar hat eine Tülle (rohrförmiges Teil eines Werkzeugs, in dem ein Stiel befestigt werden kann) hergestellt, die er nun mit Nieten an einem Schaufelblatt oder einer Pflugschar befestigt. Vor und neben ihm liegt sein Werkzeug und eine kleine Esse, in der durch den Knaben im Hintergrund mit zwei Blasebälgen die Holzkohle zum Glühen gebracht wird. Die beiden Kunden am rechten Bildrand sehen zu, wie Ihr Auftrag ausgeführt wird","Another blacksmith at the weekly market in Qaysar has made a grommet (tubular part of a tool in which a handle can be attached), which he now attaches to a shovel blade or ploughshare with rivets. In front of and next to him lie his tools and a small forge, in which the boy in the background makes the charcoal glow with two bellows. The two customers on the right side of the screen watch how their order is being executed.","Jasiewicz, Z. (1978): The Haydarihā: An Afghanistan Community of Blacksmiths: An Attempt to Change the ethnic Situation and Social Position. In: J. Burszta (red.), Poland at the 10th International Congress of Anthropological and Ethnological Sciences, Wrocław, pp. 35–42.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG98.png""^^xsd:anyURI"
22526425,MG98	Reparaturarbeiten,:EWA76_98,179 mm,132 mm,"sehr gut, dunkel","Heqdare [Haydariha ?] in Qaysar, VIII 76.","Inny kowal na cotygodniowym targu w Qaysar wykonał dzióbek (rurkowatą część narzędzia, do której można przymocować uchwyt), który teraz mocuje nitami do ostrza łopaty lub lemiesza. Przed nim i obok niego leżą jego narzędzia i mała kuźnia, w której chłopiec w tle dwoma miechami sprawia, że węgiel drzewny płonie. Dwaj klienci po prawej stronie ekranu obserwują, jak realizowane jest ich zamówienie","Ein weiterer Schmied auf dem Wochenmarkt in Qaysar hat eine Tülle (rohrförmiges Teil eines Werkzeugs, in dem ein Stiel befestigt werden kann) hergestellt, die er nun mit Nieten an einem Schaufelblatt oder einer Pflugschar befestigt. Vor und neben ihm liegt sein Werkzeug und eine kleine Esse, in der durch den Knaben im Hintergrund mit zwei Blasebälgen die Holzkohle zum Glühen gebracht wird. Die beiden Kunden am rechten Bildrand sehen zu, wie Ihr Auftrag ausgeführt wird","Another blacksmith at the weekly market in Qaysar has made a grommet (tubular part of a tool in which a handle can be attached), which he now attaches to a shovel blade or ploughshare with rivets. In front of and next to him lie his tools and a small forge, in which the boy in the background makes the charcoal glow with two bellows. The two customers on the right side of the screen watch how their order is being executed.","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. S. 88: diese Aufnahme: “Fot. 8. Kowal Hajdar przy pracy na bazarza w Kajsar. Fot. M. Gawęcki.” [Hajdar, der Schmied, bei der Arbeit auf dem Basar in Kajsar.]",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG98.png""^^xsd:anyURI"
22526426,MG99	Volle Konzentration,:EWA76_MG99,134 mm,180 mm,sehr gut,Haydara [Haydariha ?] aus Kajsar / fot. M. Gawęcki,"Kolejny kowal – z licznymi widzami w tle. On również wbił w ziemię małe kowadło i rozrzucił wokół siebie narzędzia, gotowe do ręki. Nie jest jednak jasne, nad czym obecnie pracuje. Między stopami trzyma coś jakby w imadle. Może wykuwa gwoździe, żeby zamocować drewnianą rączkę w dziobku czterozębnych wideł przed sobą?","Another blacksmith – with numerous spectators in the background. He, too, has rammed a small anvil into the ground and scattered his tools around him, ready to hand. However, it is not clear what he is currently working on. Between his feet, he holds something as if in a vice. Maybe he's forging nails to fix a wooden handle in the grommet of the four-pronged pitchfork in front of him?","Another blacksmith – with numerous spectators in the background. He, too, has rammed a small anvil into the ground and scattered his tools around him, ready to hand. However, it is not clear what he is currently working on. Between his feet, he holds something as if in a vice. Maybe he's forging nails to fix a wooden handle in the grommet of the four-pronged pitchfork in front of him?","Pstrusińska, J. (2004): O tajnych językach Afganistanu i ich użytkownikach, Kraków, pp. 71–79: The author discusses the secret language of this ethno-occupational group.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG99.png""^^xsd:anyURI"
22526426,MG99	Volle Konzentration,:EWA76_MG99,134 mm,180 mm,sehr gut,Haydara [Haydariha ?] aus Kajsar / fot. M. Gawęcki,"Kolejny kowal – z licznymi widzami w tle. On również wbił w ziemię małe kowadło i rozrzucił wokół siebie narzędzia, gotowe do ręki. Nie jest jednak jasne, nad czym obecnie pracuje. Między stopami trzyma coś jakby w imadle. Może wykuwa gwoździe, żeby zamocować drewnianą rączkę w dziobku czterozębnych wideł przed sobą?","Another blacksmith – with numerous spectators in the background. He, too, has rammed a small anvil into the ground and scattered his tools around him, ready to hand. However, it is not clear what he is currently working on. Between his feet, he holds something as if in a vice. Maybe he's forging nails to fix a wooden handle in the grommet of the four-pronged pitchfork in front of him?","Another blacksmith – with numerous spectators in the background. He, too, has rammed a small anvil into the ground and scattered his tools around him, ready to hand. However, it is not clear what he is currently working on. Between his feet, he holds something as if in a vice. Maybe he's forging nails to fix a wooden handle in the grommet of the four-pronged pitchfork in front of him?","Jasiewicz, Z. (1983): Haydarihā – endogamiczna społeczność kowali północnego Afganistanu w procesie przemian / Haydarihā – an Endogamous Community of Blacksmiths in Northern Afghanistan in the Process of Transformation. In: Z. Jasiewicz (red.), Kultura i życie społeczne Azji Środkowej: Z polskich badań dawnych i współczesnych / Culture and Social Life of Central Asia: From Polish Studies, Past and Present, Poznań, pp. 73–82: An English version of this article was published in 1978.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG99.png""^^xsd:anyURI"
22526426,MG99	Volle Konzentration,:EWA76_MG99,134 mm,180 mm,sehr gut,Haydara [Haydariha ?] aus Kajsar / fot. M. Gawęcki,"Kolejny kowal – z licznymi widzami w tle. On również wbił w ziemię małe kowadło i rozrzucił wokół siebie narzędzia, gotowe do ręki. Nie jest jednak jasne, nad czym obecnie pracuje. Między stopami trzyma coś jakby w imadle. Może wykuwa gwoździe, żeby zamocować drewnianą rączkę w dziobku czterozębnych wideł przed sobą?","Another blacksmith – with numerous spectators in the background. He, too, has rammed a small anvil into the ground and scattered his tools around him, ready to hand. However, it is not clear what he is currently working on. Between his feet, he holds something as if in a vice. Maybe he's forging nails to fix a wooden handle in the grommet of the four-pronged pitchfork in front of him?","Another blacksmith – with numerous spectators in the background. He, too, has rammed a small anvil into the ground and scattered his tools around him, ready to hand. However, it is not clear what he is currently working on. Between his feet, he holds something as if in a vice. Maybe he's forging nails to fix a wooden handle in the grommet of the four-pronged pitchfork in front of him?","Jasiewicz, Z. (1978): The Haydarihā: An Afghanistan Community of Blacksmiths: An Attempt to Change the ethnic Situation and Social Position. In: J. Burszta (red.), Poland at the 10th International Congress of Anthropological and Ethnological Sciences, Wrocław, pp. 35–42.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG99.png""^^xsd:anyURI"
22478165,MG75 Seitenstrasse des Basars,:EWA76_MG75,173 mm,118 mm,sehr gut,Almar,"Na tym zdjęciu mniej ruchliwej części bazaru sprzedawca złożył swoje towary w małych stosach wzdłuż kanału. Wydają się być złożonymi tkaninami lub odzieżą. Podobnie jak na poprzednich zdjęciach, widać, że wzdłuż kanału rosną drzewa iglaste lub tamaryszki.","Auf diesem Bild von einem weniger belebten Teil des Basars hat ein Händler seine Ware längs des Abwasserkanals in kleinen Stapeln deponiert. Es scheint sich um zusammengefaltete Stoffe oder Kleidungsstücke zu handeln. Wie auf den vorangehenden Fotos sieht man auch hier, dass – ebenfalls längs des Abwasserkanals – Nadelbäume oder Tamarisken wachsen.","In this picture of a less busy part of the bazaar, a vendor has deposited his goods in small piles along the sewer. They appear to be folded fabrics or garments. As in the previous photos, you can see that conifers or tamarisks are growing along the sewer.",,:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG75.png""^^xsd:anyURI"
